URL,diagnosis,comment1,path1,ankiimage1,comment2,ankiimage2,comment3,ankiimage3,comment4,ankiimage4
https://www.atlasophthalmology.net/photo.jsf?node=9308&locale=en,"retinopathy in chronic myeloic leukemia (colour image, periphery)","31-year old woman, BCVA 0.8 at OD, 0.3 at OS. 
Main complaint: Decrease of visual acuity (OS>OD).
Ocular medical history: at OS central scotoma since two weeks.
General medical history: Bone marrow biopsy showing chronic myelogenous leukemia. The laboratory evaluation depicting white blood cell count of 620.000. Chemotherapy was initiated.
Methods: Color photography, SD-OCT (HE, Germany).
Findings:
(1) Fundoscopic examination of OS: optic disc edema, retinal venous tortuousity and dilatation, retinal blot and flame-shaped hemorrhages, Roth spots.
(2) SD-OCT of optic nerve head, OS: optic disc edema.
(3) SD-OCT of macula: central and peripheral infiltrates. 
Discussion:
Retinopathy in Chronic Myeloic Leukemia („Fundus leucaemicus“) is often associated with reduction of visual acuity. The ocular manifestations are unspecific, but characteristic for severe systemic diseases. Color fundus photograph show marked venous dilatation and tortuosity, cotton wool spots, and multiple retinal, preretinal hemorrhages and Roth spots. Large whitish retinal masses present temporally with satellite lesions at the posterior border are suggestive of retinal infiltrates. Optical coherence tomography (OCT) is helpful for quantification of the pathological retinal changes. Peripheral blood counts and differential haemograms are seminal for the diagnosis of CML. First line therapy for CML is the application of the tyrosine kinase inhibitor imatinib (Glivec). Ophthalmological adverse effects of this therapy, such as periorbital edema, are possible (1,2) . 
Literature:
(1) Chankiewitz E, Scholz GA, Spriewald BM, Mackensen A, Bergua A. Fundus leucaemicus as first manifestation of chronic myeloid leukemia. Diagnosis and monitoring with OCT under treatment with imatinib and interferon-alpha. Ophthalmologe. 2010 Apr;107(4):359-62.
(2) Fraunfelder FW, Solomon J, Druker BJ. Ocular side-effects associated with imatinib mesylate (Gleevec). J Ocul Pharmacol Ther. 2003, 19:371–375 

","#Optho::SystemicDiseases::Hematopoesis::Granulocytopoeseis::Leukemia::RetinopathyinChronicMyeloicLeukemia(ColourFundusPhotography,SD-OCT)","<img src=""9308.jpg"">","31-year old woman, BCVA 0.8 at OD, 0.3 at OS. 
Main complaint: Decrease of visual acuity (OS>OD).
Ocular medical history: at OS central scotoma since two weeks.
General medical history: Bone marrow biopsy showing chronic myelogenous leukemia. The laboratory evaluation depicting white blood cell count of 620.000. Chemotherapy was initiated.
Methods: Color photography, SD-OCT (HE, Germany).
Findings:
(1) Fundoscopic examination of OS: optic disc edema, retinal venous tortuousity and dilatation, retinal blot and flame-shaped hemorrhages, Roth spots.
(2) SD-OCT of optic nerve head, OS: optic disc edema.
(3) SD-OCT of macula: central and peripheral infiltrates. 
Discussion:
Retinopathy in Chronic Myeloic Leukemia („Fundus leucaemicus“) is often associated with reduction of visual acuity. The ocular manifestations are unspecific, but characteristic for severe systemic diseases. Color fundus photograph show marked venous dilatation and tortuosity, cotton wool spots, and multiple retinal, preretinal hemorrhages and Roth spots. Large whitish retinal masses present temporally with satellite lesions at the posterior border are suggestive of retinal infiltrates. Optical coherence tomography (OCT) is helpful for quantification of the pathological retinal changes. Peripheral blood counts and differential haemograms are seminal for the diagnosis of CML. First line therapy for CML is the application of the tyrosine kinase inhibitor imatinib (Glivec). Ophthalmological adverse effects of this therapy, such as periorbital edema, are possible (1,2) . 
Literature:
(1) Chankiewitz E, Scholz GA, Spriewald BM, Mackensen A, Bergua A. Fundus leucaemicus as first manifestation of chronic myeloid leukemia. Diagnosis and monitoring with OCT under treatment with imatinib and interferon-alpha. Ophthalmologe. 2010 Apr;107(4):359-62.
(2) Fraunfelder FW, Solomon J, Druker BJ. Ocular side-effects associated with imatinib mesylate (Gleevec). J Ocul Pharmacol Ther. 2003, 19:371–375 

","<img src=""9309.jpg"">","31-year old woman, BCVA 0.8 at OD, 0.3 at OS. 
Main complaint: Decrease of visual acuity (OS>OD).
Ocular medical history: at OS central scotoma since two weeks.
General medical history: Bone marrow biopsy showing chronic myelogenous leukemia. The laboratory evaluation depicting white blood cell count of 620.000. Chemotherapy was initiated.
Methods: Color photography, SD-OCT (HE, Germany).
Findings:
(1) Fundoscopic examination of OS: optic disc edema, retinal venous tortuousity and dilatation, retinal blot and flame-shaped hemorrhages, Roth spots.
(2) SD-OCT of optic nerve head, OS: optic disc edema.
(3) SD-OCT of macula: central and peripheral infiltrates. 
Discussion:
Retinopathy in Chronic Myeloic Leukemia („Fundus leucaemicus“) is often associated with reduction of visual acuity. The ocular manifestations are unspecific, but characteristic for severe systemic diseases. Color fundus photograph show marked venous dilatation and tortuosity, cotton wool spots, and multiple retinal, preretinal hemorrhages and Roth spots. Large whitish retinal masses present temporally with satellite lesions at the posterior border are suggestive of retinal infiltrates. Optical coherence tomography (OCT) is helpful for quantification of the pathological retinal changes. Peripheral blood counts and differential haemograms are seminal for the diagnosis of CML. First line therapy for CML is the application of the tyrosine kinase inhibitor imatinib (Glivec). Ophthalmological adverse effects of this therapy, such as periorbital edema, are possible (1,2) . 
Literature:
(1) Chankiewitz E, Scholz GA, Spriewald BM, Mackensen A, Bergua A. Fundus leucaemicus as first manifestation of chronic myeloid leukemia. Diagnosis and monitoring with OCT under treatment with imatinib and interferon-alpha. Ophthalmologe. 2010 Apr;107(4):359-62.
(2) Fraunfelder FW, Solomon J, Druker BJ. Ocular side-effects associated with imatinib mesylate (Gleevec). J Ocul Pharmacol Ther. 2003, 19:371–375 

","<img src=""9310.jpg"">","31-year old woman, BCVA 0.8 at OD, 0.3 at OS. 
Main complaint: Decrease of visual acuity (OS>OD).
Ocular medical history: at OS central scotoma since two weeks.
General medical history: Bone marrow biopsy showing chronic myelogenous leukemia. The laboratory evaluation depicting white blood cell count of 620.000. Chemotherapy was initiated.
Methods: Color photography, SD-OCT (HE, Germany).
Findings:
(1) Fundoscopic examination of OS: optic disc edema, retinal venous tortuousity and dilatation, retinal blot and flame-shaped hemorrhages, Roth spots.
(2) SD-OCT of optic nerve head, OS: optic disc edema.
(3) SD-OCT of macula: central and peripheral infiltrates. 
Discussion:
Retinopathy in Chronic Myeloic Leukemia („Fundus leucaemicus“) is often associated with reduction of visual acuity. The ocular manifestations are unspecific, but characteristic for severe systemic diseases. Color fundus photograph show marked venous dilatation and tortuosity, cotton wool spots, and multiple retinal, preretinal hemorrhages and Roth spots. Large whitish retinal masses present temporally with satellite lesions at the posterior border are suggestive of retinal infiltrates. Optical coherence tomography (OCT) is helpful for quantification of the pathological retinal changes. Peripheral blood counts and differential haemograms are seminal for the diagnosis of CML. First line therapy for CML is the application of the tyrosine kinase inhibitor imatinib (Glivec). Ophthalmological adverse effects of this therapy, such as periorbital edema, are possible (1,2) . 
Literature:
(1) Chankiewitz E, Scholz GA, Spriewald BM, Mackensen A, Bergua A. Fundus leucaemicus as first manifestation of chronic myeloid leukemia. Diagnosis and monitoring with OCT under treatment with imatinib and interferon-alpha. Ophthalmologe. 2010 Apr;107(4):359-62.
(2) Fraunfelder FW, Solomon J, Druker BJ. Ocular side-effects associated with imatinib mesylate (Gleevec). J Ocul Pharmacol Ther. 2003, 19:371–375 

","<img src=""9311.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=662&locale=en,aniridia,Sporadic and autosomal dominant variants. Here microcornea,"#Optho::IrisandCiliaryBody::CongenitalAnomalies(Abnormalities)(seealso:CongenitalSyndromes)::Aniridia,Hereditary","<img src=""662.jpg"">",Retro-illumination demonstrates the lack of iris and the zonular cataract.,"<img src=""1054.jpg"">","Total lack of the iris. The lens shows rather intense zonular opacities. Vision is low because of hypoplasia of the foveola, nystagmus and glaucoma. Same eye also No. 1054","<img src=""1055.jpg"">",Aniridia. Corneal erosions and (superior) pannus are reflecting the limbal stem cell deficiency associated with aniridia.,"<img src=""5918.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=1752&locale=en,"stargardt's disease, (fundus flavimaculatus), angiogram","Many window defects are visible, that do not necessarily correspond to the flecks. Note that the fovea is spared","#Optho::Retina::HereditaryDegenerationsandDystrophies::RetinalPigmentEpithelium(RPE)::Stargardt'sDisease(FundusFlavimaculatus)::Case,StargardtDisease(FundusFlavimaculatus)","<img src=""1752.jpg"">","The choroidal fluorescence is often blocked out in the  angiogram probably by the lipofuscin in the RPE, while RPE changes in the central macula become well visible","<img src=""1755.jpg"">",In the angiogram the window-defects do not correspond to the yellow flecks seen clinically.,"<img src=""3269.jpg"">",In the atrophic fovea the choroidal vessels become visible. The clinically visible flecks do not necessarily correspond to the window-defects in the angiogram.,"<img src=""3271.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=805&locale=en,terrien's marginal degeneration,Slowly progressing thinning of limbal cornea under intact epithelium with advancing edge usually showing lipid deposits.,"#Optho::Cornea::Degenerations,ChronicAquiredKeratopathies::PeripheralDegenerations::Terrien'sMarginalDystrophy","<img src=""805.jpg"">",Superficially vascularized thinned cornea. The advancing edge shows lipid deposits. Intrastromal hemorrhage. ,"<img src=""3714.jpg"">",The slitlamp beam reveals considerable thinning of the corneal stroma at the limbus. This may lead to perforation. Note that this case does not show neovascularization.,"<img src=""3715.jpg"">","Young males may experience a progressive thinning of the peripheral cornea. Usually there is no sign of inflammation, but in this case superficial vascularizationof the peripheral cornea is seen.","<img src=""3717.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=1660&locale=en,angioid streaks,Prominent cracks in Bruch's membrane in a black woman,#Optho::Retina::AngioidStreaks,"<img src=""1660.jpg"">","The right eye shows prominent cracks in Bruch's membrane and macular scars, an indication of previous neovascularization and hemorrhage.","<img src=""2743.jpg"">",The left eye has excessive concentrically and radially arranged cracks in Bruch's membrane.,"<img src=""2744.jpg"">","Irregular radiating lines that extend around the disc and from the disc margin into the midperipheral fundus. The lines represent cracks in the collagenous and elastic parts of Bruch's membrane. Parts of the cracked lines are hyperpigmented. In this case, despite the extensive lesions, no neovascularization has occured and vision is normal. Angioid streaks are frequently correllated with pseudoxanthoma elasticum Groblad-Strandberg.","<img src=""7421.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=10419&locale=en,collagen glaucoma stent (colour photography anterior segment),"Colour Photography Anterior Segment: collagen implant (XEN gel stent) in anterior chamber with aqueous drainage to the subconjunctival space. 

Patient: 76 years of age, male, POAG, BCVA 0.8 at OS, IOP 8 mmHg.
Medical Ocular History: increased intraocular pressure, catatarct surgery with simultaneous ab interno placement of a collagen glaucoma stent 4 weeks ago.
General Medical History: arterial hypertension.
Purpose: to present the collagen implant (XEN gel stent) in anterior chamber.
Methods: Colour Photography Anterior Segment.
Findings:
Colour Photography Anterior Segment: collagen implant (XEN gel stent) in anterior chamber with aqueous drainage to the subconjunctival space. 
Discussion:
Lewis RA (1) reported about ab interno approachs to the subconjunctival space. He described the soft, and permanent ab interno collagen implant (XEN gel stent) to optimize aqueous drainage to the subconjunctival space, and said, that the ab interno placement of the stent offers an alternative for lowering IOP with a minimally invasive procedure.
Literature:
(1) Lewis RA. Ab interno approach to the subconjunctival space using a collagen glaucoma stent. J Cataract Refract Surg. 2014 Aug;40(8):1301-6. 
","#Optho::Glaucomas,OcularHypertension::PostoperativeCasesandSurgicalProcedures::CollagenGlaucomaStent(ColourPhotographyAnteriorSegment)","<img src=""10419.jpg"">","Colour Photography Anterior Segment: collagen implant (XEN gel stent) in anterior chamber with aqueous drainage to the subconjunctival space. 

Patient: 76 years of age, male, POAG, BCVA 0.8 at OS, IOP 8 mmHg.
Medical Ocular History: increased intraocular pressure, catatarct surgery with simultaneous ab interno placement of a collagen glaucoma stent 4 weeks ago.
General Medical History: arterial hypertension.
Purpose: to present the collagen implant (XEN gel stent) in anterior chamber.
Methods: Colour Photography Anterior Segment.
Findings:
Colour Photography Anterior Segment: collagen implant (XEN gel stent) in anterior chamber with aqueous drainage to the subconjunctival space. 
Discussion:
Lewis RA (1) reported about ab interno approachs to the subconjunctival space. He described the soft, and permanent ab interno collagen implant (XEN gel stent) to optimize aqueous drainage to the subconjunctival space, and said, that the ab interno placement of the stent offers an alternative for lowering IOP with a minimally invasive procedure.
Literature:
(1) Lewis RA. Ab interno approach to the subconjunctival space using a collagen glaucoma stent. J Cataract Refract Surg. 2014 Aug;40(8):1301-6. 
","<img src=""10420.jpg"">","Colour Photography Anterior Segment: collagen implant (XEN gel stent) in anterior chamber with aqueous drainage to the subconjunctival space. 

Patient: 76 years of age, male, POAG, BCVA 0.8 at OS, IOP 8 mmHg.
Medical Ocular History: increased intraocular pressure, catatarct surgery with simultaneous ab interno placement of a collagen glaucoma stent 4 weeks ago.
General Medical History: arterial hypertension.
Purpose: to present the collagen implant (XEN gel stent) in anterior chamber.
Methods: Colour Photography Anterior Segment.
Findings:
Colour Photography Anterior Segment: collagen implant (XEN gel stent) in anterior chamber with aqueous drainage to the subconjunctival space. 
Discussion:
Lewis RA (1) reported about ab interno approachs to the subconjunctival space. He described the soft, and permanent ab interno collagen implant (XEN gel stent) to optimize aqueous drainage to the subconjunctival space, and said, that the ab interno placement of the stent offers an alternative for lowering IOP with a minimally invasive procedure.
Literature:
(1) Lewis RA. Ab interno approach to the subconjunctival space using a collagen glaucoma stent. J Cataract Refract Surg. 2014 Aug;40(8):1301-6. 
","<img src=""10421.jpg"">","Colour Photography Anterior Segment: collagen implant (XEN gel stent) in anterior chamber with aqueous drainage to the subconjunctival space. 

Patient: 76 years of age, male, POAG, BCVA 0.8 at OS, IOP 8 mmHg.
Medical Ocular History: increased intraocular pressure, catatarct surgery with simultaneous ab interno placement of a collagen glaucoma stent 4 weeks ago.
General Medical History: arterial hypertension.
Purpose: to present the collagen implant (XEN gel stent) in anterior chamber.
Methods: Colour Photography Anterior Segment.
Findings:
Colour Photography Anterior Segment: collagen implant (XEN gel stent) in anterior chamber with aqueous drainage to the subconjunctival space. 
Discussion:
Lewis RA (1) reported about ab interno approachs to the subconjunctival space. He described the soft, and permanent ab interno collagen implant (XEN gel stent) to optimize aqueous drainage to the subconjunctival space, and said, that the ab interno placement of the stent offers an alternative for lowering IOP with a minimally invasive procedure.
Literature:
(1) Lewis RA. Ab interno approach to the subconjunctival space using a collagen glaucoma stent. J Cataract Refract Surg. 2014 Aug;40(8):1301-6. 
","<img src=""10422.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=3092&locale=en,"glaucomatous optic atrophy, (moderate)",There is a localized loss of neuroretinal rim superiorly (notching) with a correspondent nerve fiber layer defect (arrow). There is another localized NFL defect inferiorly (arrow).,"#Optho::Glaucomas,OcularHypertension::OpticNerveHead,OpticDisc(k),Papilla::SubtletoSevereChangesinGlaucoma","<img src=""3092.jpg"">",Localized nerve fiber layer defect appearing as a wedge-shaped dark area in the inferotemporal quadrant. Localized NFL defects often are present in glaucoma and are a specific sign of the disease.,"<img src=""3093.jpg"">","Splinter-shaped hemorrhage located in the inferotemporal region. Optic disc hemorrhages are a hallmark of glaucomatous optic neuropathy, but may be found in other conditions. They are usually associated with RNFL defects and neuroretinal rim notches and are indicative of progressive disease.","<img src=""3094.jpg"">","Parapapillary zones alpha (white arrow) and beta (black arrow). The beta zone corresponds to an area of RPE atrophy with increased visibility of choroidal vessels and is more common in glaucoma eyes and in areas of rim thinning. The alpha zone represents an area of pigmentary irregularities and can be present in glaucoma, as well as in normal eyes.","<img src=""3095.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=4838&locale=en,"ischemic optic neuropathy, arteritic","When anterior ischemic optic neuropathy is secondary to an arteritic process such as temporal arteritis, the appearance of the optic disc is often distinctive.  Instead of exhibiting hyperemia, the disc is noticeably pale in the acute phase.  Hemorrhage is less pronounced than in non-arteritic AION, and may even be absent, as in this case.  Paradoxically, the degree of nerve fiber layer opacification is less in arteritic cases, leaving the retinal vessels visible near the disc margin.","#Optho::OpticNerve::OpticNeuropathies::IschemicOpticNeuropathy,AION::ArteriticNeuropathy,Giant-cellarteritis","<img src=""4838.jpg"">","This is the right optic disc of an 85-year-old woman with temporal arteritis and acute loss of vision to no light perception.  Although the attack occurred just one day before this photograph was taken, the disc already appears ghostly pale.  Note the absence of hemorrhage and the lack of significant nerve fiber layer opacification.","<img src=""4839.jpg"">","This is the classic appearance of arteritic AION---pallid disc swelling, absent hemorrhage, and minimal opacification of the nerve fiber layer.  The latter finding accounts for the preserved visibility of the retinal vessels in the vicinity of the disc margin. Also note the focal areas of choroidal ischemia temporal and superior to the disc.","<img src=""4840.jpg"">","The disc appearance is identical in the patients left eye. Visual acuity at presentation was NLP in both eyes, and there was no recovery despite treatment with intravenous steroids.","<img src=""4841.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=10638&locale=en,invasive conjunctival squamous cell carcinoma (colour photography anterior segment),"Colour Photography Anterior Segment: conjunctival neoplasia with intrinsic vascularity.

Patient: 68 years of age, male, BCVA 0.8 at OD, 0.2 at OS.
General Medical History: arterial hypertension.
Ocular Medical History: since 6 month red eye.
Main Complaint: long lasting conjunctivitis, a “mass in the eye”.
Purpose: to present an ocular surface squamous neoplasia .
Methods: Colour Photography Anterior Segment.
Findings:
Colour Photography Anterior Segment: conjunctival neoplasia with intrinsic vascularity.
Histology (PAS):  focal carcinoma in situ (CIS), TIS Nx Mx Y1
Discussion: 
The conjunctival squamous cell carcinoma  is an ocular surface squamous neoplasia (OSSN). The term ocular surface squamous neoplasia (OSSN) describes neoplastic epithelial abnormalities of conjunctiva and cornea.
Chebbi A et al. (1) retrospectively analyzed medical records of 79 patients followed for primary malignant conjunctival tumors.  They found invasive squamous cell carcinoma in 54%, epithelial dysplasia in 14%, carcinoma in situ in 9%, conjunctival malignant melanoma in 6%, and conjunctival lymphoma in 5%.
Literature:
1) Prognosis of primary malignant tumors of the conjunctiva. Chebbi A, Bouguila H, Boukari M, Lajmi H, Bouzain M, Abess I, Malek I, Mrad K, Zeghal I, Nacef L. J Fr Ophtalmol. 2015 Jun;38(6):477-85.
","#Optho::Conjunctiva::Tumor,Neoplasma::Malignant::InvasiveConjunctivalSquamousCellCarcinoma(ColourPhotographyAnteriorSegment,Histology)","<img src=""10638.jpg"">","Colour Photography Anterior Segment: conjunctival neoplasia with intrinsic vascularity.

Patient: 68 years of age, male, BCVA 0.8 at OD, 0.2 at OS.
General Medical History: arterial hypertension.
Ocular Medical History: since 6 month red eye.
Main Complaint: long lasting conjunctivitis, a “mass in the eye”.
Purpose: to present an ocular surface squamous neoplasia .
Methods: Colour Photography Anterior Segment.
Findings:
Colour Photography Anterior Segment: conjunctival neoplasia with intrinsic vascularity.
Histology (PAS):  focal carcinoma in situ (CIS), TIS Nx Mx Y1
Discussion: 
The conjunctival squamous cell carcinoma  is an ocular surface squamous neoplasia (OSSN). The term ocular surface squamous neoplasia (OSSN) describes neoplastic epithelial abnormalities of conjunctiva and cornea.
Chebbi A et al. (1) retrospectively analyzed medical records of 79 patients followed for primary malignant conjunctival tumors.  They found invasive squamous cell carcinoma in 54%, epithelial dysplasia in 14%, carcinoma in situ in 9%, conjunctival malignant melanoma in 6%, and conjunctival lymphoma in 5%.
Literature:
1) Prognosis of primary malignant tumors of the conjunctiva. Chebbi A, Bouguila H, Boukari M, Lajmi H, Bouzain M, Abess I, Malek I, Mrad K, Zeghal I, Nacef L. J Fr Ophtalmol. 2015 Jun;38(6):477-85.
","<img src=""10639.jpg"">","Neoplasia conjuntival con vasculatura intrínseca. Paciente de 68 años de edad. Historia de hipertensión arterial. Refirió ""conjuntivitis de larga evolución y una ""masa"" en el ojo. Histología (PAS): carcinoma focal in situ (CIS), ""TIS Nx Mx Y1 (OSSN). El término neoplasia escamosa superficial ocular  describe anormalidades neoplásicas de la conjuntiva y córnea. Chebbi et al, analizaron retrospectivamente las historias médicas de 79 pacientes seguidospor tumores conjuntivales primarios malignos de la conjuntiva. Encontraron carcinomas invasivos de células escamosas  en 54%, displasia epitelial en 14%, carcinoma in situ en 9%,  melanoma maligno de la conjuntiva en 9%, y linfoma conjuntival en 5%.
Literature:
1) Prognosis of primary malignant tumors of the conjunctiva. Chebbi A, Bouguila H, Boukari M, Lajmi H, Bouzain M, Abess I, Malek I, Mrad K, Zeghal I, Nacef L. J Fr Ophtalmol. 2015 Jun;38(6):477-85.
","<img src=""10640.jpg"">","Colour Photography Anterior Segment: conjunctival neoplasia with intrinsic vascularity.

Patient: 68 years of age, male, BCVA 0.8 at OD, 0.2 at OS.
General Medical History: arterial hypertension.
Ocular Medical History: since 6 month red eye.
Main Complaint: long lasting conjunctivitis, a “mass in the eye”.
Purpose: to present an ocular surface squamous neoplasia .
Methods: Colour Photography Anterior Segment.
Findings:
Colour Photography Anterior Segment: conjunctival neoplasia with intrinsic vascularity.
Histology (PAS):  focal carcinoma in situ (CIS), TIS Nx Mx Y1
Discussion: 
The conjunctival squamous cell carcinoma  is an ocular surface squamous neoplasia (OSSN). The term ocular surface squamous neoplasia (OSSN) describes neoplastic epithelial abnormalities of conjunctiva and cornea.
Chebbi A et al. (1) retrospectively analyzed medical records of 79 patients followed for primary malignant conjunctival tumors.  They found invasive squamous cell carcinoma in 54%, epithelial dysplasia in 14%, carcinoma in situ in 9%, conjunctival malignant melanoma in 6%, and conjunctival lymphoma in 5%.
Literature:
1) Prognosis of primary malignant tumors of the conjunctiva. Chebbi A, Bouguila H, Boukari M, Lajmi H, Bouzain M, Abess I, Malek I, Mrad K, Zeghal I, Nacef L. J Fr Ophtalmol. 2015 Jun;38(6):477-85.
","<img src=""10641.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=1998&locale=en,presumed ocular histoplasmosis syndrome (pohs),"Old lesion is pigmented, active lesion is white with blurred edges. This picture is seen only for a short period. It corresponds to the acute infiltrate shown in the histological specimen.","#Optho::Choroid::Infections,SystemicDisease::HistoplasmosisSyndrome::CasewithHistopathology","<img src=""1998.jpg"">",Small white or pigmented defined (punched out) lesions scattered over the fundus are a typical finding in POHS.,"<img src=""1999.jpg"">",A small mound just temporal to the fovea contains neovascular tissue which grows underneath the retina and causes the subretinal hemorrhage. Note the typical peripapillary chorioretinal scarring.,"<img src=""2001.jpg"">",Neovascular lesion with pigment changes in the macula. Only additional signs such as peripapillary chorioretinal scars and peripheral lesions allow the diagnosis of POHS.,"<img src=""2032.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=3077&locale=en,optic disc hypoplasia associated with septo-optic dysplasia,The right optic disc appears small and mildly pale.  There is a suggestion of a hypopigmented crescent just temporal to the disc.  The fundus background appears hypopigmented with a prominent choroidal vascular pattern.  Mild vascular tortuosity is present.,"#Optho::OpticNerve::CongenitalAnomalies(Abnormalities)::OpticDiscHypoplasia::OpticDiscHypoplasiaAssociatedwithSepto-OpticDysplasia(deMorsier)::Case,OpticDiscHypoplasiaAssociatedwithSepto-OpticDysplasia(deMorsier)","<img src=""3077.jpg"">",Same disc with higher magnification confirms both the pale temporal crescent and the abnormally small size of the disc.  An arterial quadrifurcation is present.  Such branching patterns are common in the setting of optic disc hypoplasia.,"<img src=""3078.jpg"">","A tiny optic disc, barely wider than a vessel diameter, is situated centrally.  It is surrounded by a zone of darker pigmentation and, external to that, by a hypopigmented ring.  An arterial trifurcation is present, as is moderate tortuosity of the retinal veins.","<img src=""3079.jpg"">","Coronal MRI scan demonstrates absence of the septum pellucidum; ventricular asymmetry; and contact between the gray matter and the surface of the ventricle.  In the setting of bilateral optic nerve hypoplasia, these findings are consistent with septo-optic dysplasia (de Morsier syndrome).","<img src=""3080.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=488&locale=en,squamous cell carcinoma of the conjunctiva,"Vascularized lesion with gelatinous appearance, but may also be covered with keratin showing a whitish surface.","#Optho::Conjunctiva::Tumor,Neoplasma::Malignant::SquamousCellCarcinoma","<img src=""488.jpg"">",With corneal invasion. Leukoplakia (clinical term!) can mean keratinisation. Diagnosis only by biopsy.,"<img src=""799.jpg"">",Vascularized elevated partially keratinizing process of the limbal conjunctiva invading the cornea. ,"<img src=""3003.jpg"">","This tumor often develops from precancerous lesions (dysplasia, carcinoma in situ, actinic keratosis). It is usually located at the limbus, is well defined, elevated and looks white. The surrounding nourishing vessels are engorged. The tumor grows slowly and rarely metastasizes.","<img src=""5837.jpg"">"
https://www.atlasophthalmology.net/photo.jsf?node=1590&locale=en,"capillary hemangioma of the retina, (von hippel's disease)",A large pink well defined mound is seen in the periphery of the fundus,"#Optho::SystemicDiseases::Phakomatoses::VonHippel-LindauDisease::CapillaryHemangiomaoftheRetina(vonHippel'sDisease,AngiomatosisRetinae)::Case,CapillaryHemangiomaoftheRetina(vonHippelDisease,AngiomatosisRetinae)","<img src=""1590.jpg"">",Dilated tortuous artery and vein are the feeder vessels of the peripheral tumor. Note the proliferative tissue over the vessel,"<img src=""1591.jpg"">",Multiple small pink tumors (capillary hemangiomas) leak extensively causing yellowish exudates under the retina. Feeder vessels are not yet dilated. An intra- and sub-retinal hemorrhage surrounds several tumors.,"<img src=""2847.jpg"">","Yellowish (partially scarred) vascular tumor with tortuous arterial and venous feeder vessels, which indicate increased blood flow","<img src=""3247.jpg"">"
